"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000162591",13.2703282096331,0.517439404726821,0.63782297685088,0.811258646218064,0.417217153008078,NA
"ENSG00000224340",0,NA,NA,NA,NA,NA
"ENSG00000270035",0,NA,NA,NA,NA,NA
"ENSG00000169962",2.9656208375391,-0.342277630271742,1.533602569581,-0.223185352620566,0.823391251362513,NA
"ENSG00000226545",0,NA,NA,NA,NA,NA
"ENSG00000233653",0,NA,NA,NA,NA,NA
"ENSG00000268663",0,NA,NA,NA,NA,NA
"ENSG00000226374",0,NA,NA,NA,NA,NA
"ENSG00000116285",443.029518065301,0.132342999785558,0.109008240203031,1.21406418027724,0.224723216938694,0.560787228307534
"ENSG00000229280",0,NA,NA,NA,NA,NA
"ENSG00000142655",106.594144405644,0.418644687738415,0.221189216130393,1.89269935968135,0.0583978616212336,0.264949536723801
"ENSG00000232596",0,NA,NA,NA,NA,NA
"ENSG00000235054",0,NA,NA,NA,NA,NA
"ENSG00000232663",0,NA,NA,NA,NA,NA
"ENSG00000284646",0.493484669990856,0.134102644828314,4.99610070018908,0.0268414615468497,0.978586183587433,NA
"ENSG00000240409",1.28694481224569,2.13310465796254,2.82714149010057,0.754509339356289,0.450543439540987,NA
"ENSG00000229344",14.2208100728449,-0.792766119565107,0.626859233057261,-1.2646637040005,0.205991906317741,NA
"ENSG00000231510",0,NA,NA,NA,NA,NA
"ENSG00000149527",334.428346077964,0.428033081599949,0.126806767023392,3.37547507634973,0.000736883661903678,0.010232489811114
"ENSG00000284739",0,NA,NA,NA,NA,NA
"ENSG00000171621",161.292080098985,-0.0396490929792674,0.184239574456735,-0.215203997817408,0.829608274144178,0.949447331752884
"ENSG00000272235",0,NA,NA,NA,NA,NA
"ENSG00000236679",0,NA,NA,NA,NA,NA
"ENSG00000284694",0,NA,NA,NA,NA,NA
"ENSG00000162441",126.132342622147,-0.253374103370004,0.209822935004671,-1.20756152497992,0.227215966112319,0.565228132689246
"ENSG00000230021",0.75180458395543,1.12654726662007,4.19468296692396,0.268565532962362,0.78826403877947,NA
"ENSG00000271264",0,NA,NA,NA,NA,NA
"ENSG00000287356",1.00090332774784,0.143533147233529,3.1662021940656,0.045332906250445,0.96384195899569,NA
"ENSG00000224387",2.23263974890817,-0.190499854494036,1.76509253518802,-0.107926270547478,0.914054177951183,NA
"ENSG00000285629",0,NA,NA,NA,NA,NA
"ENSG00000173673",0,NA,NA,NA,NA,NA
"ENSG00000227372",37.758740459929,0.345441312649632,0.377110333541052,0.916021869265557,0.35965542469995,NA
"ENSG00000142583",5.09721137944771,-1.5482625075908,1.15849773833058,-1.33643981888292,0.181405558639187,NA
"ENSG00000223663",0,NA,NA,NA,NA,NA
"ENSG00000284674",0,NA,NA,NA,NA,NA
"ENSG00000272161",0,NA,NA,NA,NA,NA
"ENSG00000237094",1.96495225977245,-0.603977293442977,1.93424873153078,-0.312254201642922,0.754847342868792,NA
"ENSG00000224338",0,NA,NA,NA,NA,NA
"ENSG00000074800",7229.52637436553,0.25851537384109,0.028117488631948,9.19411321633311,3.78100295767534e-20,4.39819608753116e-18
"ENSG00000116786",239.535511257691,0.115656342687607,0.146749978967129,0.788118291407139,0.430627516933696,0.746107151954205
"ENSG00000287727",0,NA,NA,NA,NA,NA
"ENSG00000176022",36.8550840494578,-0.275533963044384,0.377300523624907,-0.730277181693779,0.465220773097772,NA
"ENSG00000223989",0,NA,NA,NA,NA,NA
"ENSG00000228423",0,NA,NA,NA,NA,NA
"ENSG00000286448",0,NA,NA,NA,NA,NA
"ENSG00000162496",518.286726309267,0.0479118782939202,0.100314497850366,0.477616688720187,0.632923050520872,0.872676438574978
"ENSG00000237365",0,NA,NA,NA,NA,NA
"ENSG00000131686",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000229305",0,NA,NA,NA,NA,NA
"ENSG00000284703",0,NA,NA,NA,NA,NA
"ENSG00000226457",0,NA,NA,NA,NA,NA
"ENSG00000162494",0,NA,NA,NA,NA,NA
"ENSG00000173614",81.2838319565892,0.239614250928876,0.25543632334299,0.938058643316484,0.348214273736492,0.686356682017762
"ENSG00000248527",12863.600965925,-0.107579639278074,0.0215855423536947,-4.98387473964303,6.2323434068175e-07,2.11578696772217e-05
"ENSG00000237728",0,NA,NA,NA,NA,NA
"ENSG00000215720",0,NA,NA,NA,NA,NA
"ENSG00000279804",0,NA,NA,NA,NA,NA
"ENSG00000241326",0,NA,NA,NA,NA,NA
"ENSG00000285701",0,NA,NA,NA,NA,NA
"ENSG00000233623",0,NA,NA,NA,NA,NA
"ENSG00000162592",0,NA,NA,NA,NA,NA
"ENSG00000116254",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000049245",388.608828128043,-0.115849859953896,0.117324665703487,-0.987429704225042,0.323432028365048,0.664505803731826
"ENSG00000233645",0,NA,NA,NA,NA,NA
"ENSG00000234064",0,NA,NA,NA,NA,NA
"ENSG00000204624",2.31998971812279,3.13575770060517,2.14318175464933,1.46313195033626,0.143431276769307,NA
"ENSG00000284708",5.14846926289945,-1.19120496613845,1.14207784687173,-1.04301556098061,0.296941085833294,NA
"ENSG00000171603",2038.45885432669,0.0666764984145378,0.0529182140062393,1.25999147300543,0.207672438306986,0.538262896715224
"ENSG00000280113",0.235164756026282,-1.30485652557544,4.99674474782338,-0.261141321285992,0.793983527119958,NA
"ENSG00000142606",0,NA,NA,NA,NA,NA
"ENSG00000235146",0,NA,NA,NA,NA,NA
"ENSG00000162572",2.23705975650417,0.451018647985279,1.94485640424278,0.231903315330306,0.816613109458105,NA
"ENSG00000225931",0,NA,NA,NA,NA,NA
"ENSG00000236601",0,NA,NA,NA,NA,NA
"ENSG00000171729",59.1169482803636,0.476038700890459,0.302378383668479,1.57431458927427,0.115414738563904,0.391781203717665
"ENSG00000228150",1.70206593321289,-1.19408506028844,2.26207908757142,-0.527870606668496,0.597589146962215,NA
"ENSG00000175262",0,NA,NA,NA,NA,NA
"ENSG00000279457",9.33576893251103,0.852377803542175,0.788634260573276,1.08082776282451,0.279773736357547,NA
"ENSG00000162571",0,NA,NA,NA,NA,NA
"ENSG00000231181",0,NA,NA,NA,NA,NA
"ENSG00000238173",0,NA,NA,NA,NA,NA
"ENSG00000158109",149.065616694277,-0.18926561163137,0.198242471872326,-0.954717774873501,0.339720438556393,0.679956647009379
"ENSG00000229393",1.72978750374617,-0.284417311024919,2.08070849715856,-0.136692531132219,0.891273833408666,NA
"ENSG00000269978",0,NA,NA,NA,NA,NA
"ENSG00000037637",66.1685421224529,-0.15905205010114,0.280634913069895,-0.566757886113502,0.570878686621153,0.839028318686979
"ENSG00000184163",0.258319913964574,1.57247270937855,4.99684407102532,0.314693171735473,0.752994629214085,NA
"ENSG00000287586",0,NA,NA,NA,NA,NA
"ENSG00000159423",145.384976535498,0.312929758719718,0.190396750438157,1.64356669953441,0.100265737251278,0.360500900753457
"ENSG00000142599",264.776004896882,0.0266337614786166,0.146396167541054,0.181929362810318,0.85563816082794,0.96024419442149
"ENSG00000227169",0,NA,NA,NA,NA,NA
"ENSG00000283356",0,NA,NA,NA,NA,NA
"ENSG00000011021",65.6179414735642,0.299314431675046,0.28876647405368,1.03652763935264,0.299956051783297,0.642952697695392
"ENSG00000272482",0.479931837204901,-2.32235575372441,4.89130599967011,-0.474792571530189,0.634934828267363,NA
"ENSG00000284747",2.28328172739855,1.13378267240434,1.79499888416543,0.631634193428195,0.527625937787274,NA
"ENSG00000215912",0,NA,NA,NA,NA,NA
"ENSG00000120952",0,NA,NA,NA,NA,NA
"ENSG00000243073",0,NA,NA,NA,NA,NA
"ENSG00000142615",0,NA,NA,NA,NA,NA
"ENSG00000215704",0,NA,NA,NA,NA,NA
"ENSG00000157916",344.880067960561,-0.0392604028657074,0.124384222504745,-0.315638125761566,0.752277195759261,0.92435897026988
"ENSG00000157881",64.6501625478603,0.0675193428053559,0.285665170031551,0.236358330971531,0.813154627278524,0.945416620694744
"ENSG00000116213",46.5333649524402,0.0859477462171692,0.337576106143147,0.254602575991334,0.799030069388627,0.940553212883423
"ENSG00000283611",0,NA,NA,NA,NA,NA
"ENSG00000238290",2.49529132548654,0.140949069950127,1.68176456779736,0.0838102268587635,0.933207316772825,NA
"ENSG00000225387",0,NA,NA,NA,NA,NA
"ENSG00000048707",435.223479792233,-0.0840195180639545,0.110196224255395,-0.762453692326407,0.445789271176623,0.758647404261422
"ENSG00000158748",0,NA,NA,NA,NA,NA
"ENSG00000235643",0,NA,NA,NA,NA,NA
"ENSG00000225196",0,NA,NA,NA,NA,NA
"ENSG00000130762",64.2904246950311,0.635147037454464,0.288072949956406,2.20481318204496,0.0274672066495738,0.161535765500468
"ENSG00000162444",2.5690884619152,2.13854619249631,1.79577667442462,1.1908753593659,0.233702519105077,NA
"ENSG00000279169",0,NA,NA,NA,NA,NA
"ENSG00000279625",0,NA,NA,NA,NA,NA
"ENSG00000180758",203.14317698707,0.300345514213545,0.163658097236384,1.83520106420236,0.0664759035325904,0.286865464780573
"ENSG00000231219",0,NA,NA,NA,NA,NA
"ENSG00000184677",159.033382357296,0.0169234735547232,0.183194260244558,0.0923799333676227,0.926396182097826,0.97607893916699
"ENSG00000230679",0,NA,NA,NA,NA,NA
"ENSG00000270136",0,NA,NA,NA,NA,NA
"ENSG00000132879",97.6626902340761,0.289767167283172,0.235075512936769,1.23265568439327,0.217704252119036,0.550348556810985
"ENSG00000187545",0,NA,NA,NA,NA,NA
"ENSG00000288398",8.52333888993271,0.654075016140133,0.846400073378449,0.772772872678707,0.439656810512839,NA
"ENSG00000224621",0.475130674628732,-2.30915258556367,4.89227491787223,-0.471999759688072,0.636926960118735,NA
"ENSG00000239810",0,NA,NA,NA,NA,NA
"ENSG00000285833",0,NA,NA,NA,NA,NA
"ENSG00000116721",0,NA,NA,NA,NA,NA
"ENSG00000215785",0,NA,NA,NA,NA,NA
"ENSG00000131697",31.329301297266,0.527769917012854,0.410444842636817,1.28584857741738,0.198495912989061,NA
"ENSG00000284692",0,NA,NA,NA,NA,NA
"ENSG00000284745",0,NA,NA,NA,NA,NA
"ENSG00000280222",0,NA,NA,NA,NA,NA
"ENSG00000188807",13.8186981757459,0.615111193885968,0.655128729251687,0.93891653108935,0.347773601021032,NA
"ENSG00000227634",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000198793",343.847358572763,0.0748826198309808,0.122898135159725,0.609306396176469,0.542321368279178,0.821478748197682
"ENSG00000078900",2.22760383635081,-0.177499253434697,1.82329402641465,-0.0973508665433048,0.922447762136225,NA
"ENSG00000285945",0,NA,NA,NA,NA,NA
"ENSG00000171819",0,NA,NA,NA,NA,NA
"ENSG00000229162",0,NA,NA,NA,NA,NA
"ENSG00000197921",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000233755",0,NA,NA,NA,NA,NA
"ENSG00000116288",381.776378266523,0.0305206015704045,0.118467162765935,0.257629210135694,0.796693084068588,0.940134147030741
"ENSG00000238164",4.00850281854973,0.49384882544801,1.23902562835661,0.398578378159159,0.690203895943373,NA
"ENSG00000233929",0.470329512052564,-2.29584980659724,4.89325995846576,-0.469186151172128,0.638936583545365,NA
"ENSG00000271742",0,NA,NA,NA,NA,NA
"ENSG00000226396",1.6789107752746,-2.44975192354956,2.45697996029679,-0.997058162107944,0.318736279266111,NA
"ENSG00000232423",0,NA,NA,NA,NA,NA
"ENSG00000229247",0,NA,NA,NA,NA,NA
"ENSG00000169504",289.495049357518,0.00227501228835357,0.13390971305814,0.0169891506478386,0.986445271053109,0.995278101643602
"ENSG00000224311",0,NA,NA,NA,NA,NA
"ENSG00000225159",0.502852245162004,0.132129958855321,4.99413649417421,0.026457017946837,0.978892816296649,NA
"ENSG00000272088",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000228338",0,NA,NA,NA,NA,NA
"ENSG00000181773",2.51844648342483,0.721591163780209,1.6576171188993,0.435318358837513,0.663331360820938,NA
"ENSG00000241547",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000224129",0,NA,NA,NA,NA,NA
"ENSG00000234166",0,NA,NA,NA,NA,NA
"ENSG00000237436",0.235164756026282,-1.30485652557544,4.99674474782338,-0.261141321285992,0.793983527119958,NA
"ENSG00000174950",7.46798948105986,-0.0568932911901772,0.886899155213784,-0.0641485459262426,0.948851947356637,NA
"ENSG00000235282",0,NA,NA,NA,NA,NA
"ENSG00000055070",368.085502608306,0.14601351338063,0.122072414385903,1.19612210600704,0.231648912187983,0.569804306912492
"ENSG00000175087",5.22165049436675,-0.00482955759914539,1.05572186494542,-0.00457464959238583,0.996349970450106,NA
"ENSG00000171735",49.4477279065276,0.0314910495748263,0.327855255322121,0.0960516845883287,0.923479523919579,0.97607893916699
"ENSG00000157191",235.284587044863,0.222001836087474,0.15021185371578,1.47792488139804,0.139427885692638,0.436436318096068
"ENSG00000284699",0,NA,NA,NA,NA,NA
"ENSG00000229985",0,NA,NA,NA,NA,NA
"ENSG00000230035",0,NA,NA,NA,NA,NA
"ENSG00000235185",0,NA,NA,NA,NA,NA
"ENSG00000236782",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000116663",28.4511625979137,0.234488503938662,0.429159952770275,0.546389527785648,0.584798207082458,NA
"ENSG00000225643",0,NA,NA,NA,NA,NA
"ENSG00000284666",0,NA,NA,NA,NA,NA
"ENSG00000243659",0,NA,NA,NA,NA,NA
"ENSG00000228943",0,NA,NA,NA,NA,NA
"ENSG00000232848",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000234397",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000284309",0,NA,NA,NA,NA,NA
"ENSG00000269925",0.779526154488702,3.15735719566361,4.01530289457561,0.78633101376461,0.431673587537249,NA
"ENSG00000162511",0.784092567083682,3.16498741748577,4.00010271812894,0.791226536044106,0.428811809110798,NA
"ENSG00000158014",0,NA,NA,NA,NA,NA
"ENSG00000204138",261.561802918449,0.0453741106823231,0.142772140384841,0.317807875962478,0.750630676059527,0.923547775335333
"ENSG00000233419",0,NA,NA,NA,NA,NA
"ENSG00000235263",0,NA,NA,NA,NA,NA
"ENSG00000228176",0,NA,NA,NA,NA,NA
"ENSG00000231251",0,NA,NA,NA,NA,NA
"ENSG00000142675",94.9789120843956,0.554676776417598,0.237945393719721,2.33110953629537,0.0197475845770188,0.128987113133129
"ENSG00000197245",0,NA,NA,NA,NA,NA
"ENSG00000261025",0,NA,NA,NA,NA,NA
"ENSG00000116237",304.280028263974,-0.286740989628646,0.130776053030126,-2.19261082579539,0.0283354304748886,0.165168205642129
"ENSG00000158195",1047.00765190486,-0.140009776103476,0.0748787744406931,-1.86981927988644,0.06150891809172,0.273334574216576
"ENSG00000130772",127.753398604669,-0.237685049363017,0.20159249912712,-1.17903716850664,0.23838337582087,0.577692486419936
"ENSG00000215899",0,NA,NA,NA,NA,NA
"ENSG00000237429",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000271398",0,NA,NA,NA,NA,NA
"ENSG00000225011",0,NA,NA,NA,NA,NA
"ENSG00000240731",6.43936458277875,-0.312504971534695,0.94771648702228,-0.329745209473547,0.741592490277,NA
"ENSG00000235069",0,NA,NA,NA,NA,NA
"ENSG00000284676",0,NA,NA,NA,NA,NA
"ENSG00000237058",0,NA,NA,NA,NA,NA
"ENSG00000233399",0,NA,NA,NA,NA,NA
"ENSG00000090020",318.157925117698,0.188136011961393,0.128828978302264,1.46035476210935,0.144192598817089,0.445003161500996
"ENSG00000225990",0,NA,NA,NA,NA,NA
"ENSG00000157978",157.218780800224,0.0243012718965887,0.185471012641593,0.131024635874226,0.895755818794465,0.971652453565626
"ENSG00000226944",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000270282",0,NA,NA,NA,NA,NA
"ENSG00000130770",345.828062947222,0.153791368713784,0.123788904224575,1.24236796243692,0.214100830505418,0.546217976204749
"ENSG00000235131",0,NA,NA,NA,NA,NA
"ENSG00000229044",0,NA,NA,NA,NA,NA
"ENSG00000162512",248.932550488627,-0.283244881179991,0.148166735660535,-1.9116630997995,0.0559194201958016,0.257914060494921
"ENSG00000179840",0,NA,NA,NA,NA,NA
"ENSG00000272449",0.258319913964574,1.57247270937855,4.99684407102532,0.314693171735473,0.752994629214085,NA
"ENSG00000214973",2.25579490684646,0.448665912773809,1.77936585504335,0.252149332585052,0.800925639633293,NA
"ENSG00000158006",144.126165849641,-0.109612445716589,0.191315034083031,-0.572942143527608,0.566683868479221,0.836999039089741
"ENSG00000214812",0,NA,NA,NA,NA,NA
"ENSG00000142784",178.067546255055,0.32342777627228,0.173209494760806,1.86726355110566,0.061864792724517,0.274453455104279
"ENSG00000227950",0,NA,NA,NA,NA,NA
"ENSG00000126698",409.393891070664,-0.149309486559178,0.11453452274872,-1.30361993026986,0.192363201864973,0.520186505576826
"ENSG00000229447",0,NA,NA,NA,NA,NA
"ENSG00000229607",0,NA,NA,NA,NA,NA
"ENSG00000229994",0.738017001188286,-0.858953337025799,3.91600103205655,-0.219344512423355,0.826381690130016,NA
"ENSG00000130766",89.211693690661,-0.0211708519218583,0.249807193520658,-0.0847487681338834,0.932461124034644,0.978256937163535
"ENSG00000168528",1457.28385910629,0.64426385924358,0.0622784985599287,10.3448842560587,4.41449401130629e-25,7.429499495624e-23
"ENSG00000196581",5.49870555867362,0.131440962097708,1.0573820841743,0.12430791486348,0.901071480755816,NA
"ENSG00000169403",371.921296679489,0.343742615341796,0.119515191577616,2.87614160847963,0.00402569063317389,0.0396674072047952
"ENSG00000117676",277.259907275647,0.096739852045969,0.138189125848405,0.700054012586297,0.483893573798779,0.781531863562993
"ENSG00000225126",0,NA,NA,NA,NA,NA
"ENSG00000084628",0.756605746531598,1.1132353826272,4.17734169287093,0.266493733210058,0.78985898513712,NA
"ENSG00000060688",71.2204544819925,-0.118620972315271,0.270848725812695,-0.4379602376173,0.661415107667816,0.887647353520941
"ENSG00000171612",5.48933798350247,0.131716585625513,1.03459893878266,0.127311734709969,0.898693672928569,NA
"ENSG00000241169",0,NA,NA,NA,NA,NA
"ENSG00000270927",0,NA,NA,NA,NA,NA
"ENSG00000188910",296.018221913002,0.320951085010466,0.132860602731885,2.41569794514745,0.0157050835283469,0.109354939004598
"ENSG00000230523",0,NA,NA,NA,NA,NA
"ENSG00000116138",110.91679682906,0.0584808415974993,0.233167528658796,0.250810402005319,0.801960698950162,0.941710493805069
"ENSG00000231207",0,NA,NA,NA,NA,NA
"ENSG00000142765",114.550319422102,0.121430551017458,0.212890981709001,0.57038842154169,0.568414280883551,0.837588068037843
"ENSG00000158161",116.652378410726,-0.0207416629556591,0.222486590545001,-0.0932265756100199,0.92572356204074,0.97607893916699
"ENSG00000270330",0,NA,NA,NA,NA,NA
"ENSG00000142684",0,NA,NA,NA,NA,NA
"ENSG00000234619",0,NA,NA,NA,NA,NA
"ENSG00000121769",6.31974086646274,0.958975126305583,0.993782462732236,0.964974893669429,0.334557387003778,NA
"ENSG00000157330",0,NA,NA,NA,NA,NA
"ENSG00000142627",596.950879190012,0.703633139653274,0.0992452697994448,7.08984056444382,1.34266593939948e-12,9.5680068294143e-11
"ENSG00000284668",0,NA,NA,NA,NA,NA
"ENSG00000233234",0,NA,NA,NA,NA,NA
"ENSG00000142632",16.1627820517318,0.967165014176983,0.586100067814577,1.65017045260429,0.0989080783240712,NA
"ENSG00000234593",0,NA,NA,NA,NA,NA
"ENSG00000162490",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000158292",201.516894863002,0.391867869364928,0.161496293931366,2.42648211810647,0.0152460016370632,0.107101130505479
"ENSG00000270605",4.42880625707328,-0.871824813482025,1.21654550151426,-0.716639708417687,0.473596436482824,NA
"ENSG00000238199",0,NA,NA,NA,NA,NA
"ENSG00000142733",108.756951761784,0.521285459617447,0.2192031711649,2.37809269294421,0.0174024507340931,0.118157412280409
"ENSG00000189337",33.1833672749054,0.285069060691233,0.399300816087335,0.71392055614753,0.47527630550843,NA
"ENSG00000270601",0,NA,NA,NA,NA,NA
"ENSG00000233268",0,NA,NA,NA,NA,NA
"ENSG00000232912",0,NA,NA,NA,NA,NA
"ENSG00000235084",0.235164756026282,-1.30485652557544,4.99674474782338,-0.261141321285992,0.793983527119958,NA
"ENSG00000235143",0,NA,NA,NA,NA,NA
"ENSG00000225478",0,NA,NA,NA,NA,NA
"ENSG00000225077",0,NA,NA,NA,NA,NA
"ENSG00000028137",0,NA,NA,NA,NA,NA
"ENSG00000223944",0,NA,NA,NA,NA,NA
"ENSG00000238249",0,NA,NA,NA,NA,NA
"ENSG00000227409",0,NA,NA,NA,NA,NA
"ENSG00000204464",0,NA,NA,NA,NA,NA
"ENSG00000233372",0,NA,NA,NA,NA,NA
"ENSG00000283259",0,NA,NA,NA,NA,NA
"ENSG00000142687",207.598387588593,-0.139319695221448,0.158748310612062,-0.87761371874947,0.38015338181404,0.712900248968481
"ENSG00000284543",2.92458118420106,-1.4504706055146,1.57207985221901,-0.922644357706916,0.35619257149676,NA
"ENSG00000226166",0,NA,NA,NA,NA,NA
"ENSG00000130939",239.442922026813,-0.15384696795767,0.147614445744592,-1.04222162798255,0.297308937933304,0.640027094679015
"ENSG00000175147",7.67118934892128,-0.151747602070611,0.88925907890037,-0.170644984876913,0.864502923857386,NA
"ENSG00000236266",0.258319913964574,1.57247270937855,4.99684407102532,0.314693171735473,0.752994629214085,NA
"ENSG00000127472",0,NA,NA,NA,NA,NA
"ENSG00000231103",0,NA,NA,NA,NA,NA
"ENSG00000060656",236.826766154409,0.285195875454876,0.154120909000437,1.85046842316552,0.0642460651252407,0.280765953116383
"ENSG00000163867",12.0203261380929,0.618289175830499,0.687863943236715,0.898853882238928,0.368730495303063,NA
"ENSG00000232768",0,NA,NA,NA,NA,NA
"ENSG00000230214",0,NA,NA,NA,NA,NA
"ENSG00000189280",168.098907556898,-0.0412741095840865,0.176023335545662,-0.234480896843246,0.814611661960417,0.945915773063256
"ENSG00000134698",79.8181056452178,-0.537358183381216,0.257703720627146,-2.08517821191523,0.0370531268774936,0.197500157413055
"ENSG00000134690",33.1516809607116,-0.257412702378272,0.400534137488923,-0.64267356583405,0.52043593693891,NA
"ENSG00000272420",1.01949207309115,1.70803122415292,3.20507661322521,0.53291432008365,0.594092891938272,NA
"ENSG00000224333",0,NA,NA,NA,NA,NA
"ENSG00000132881",4.11480845206098,-2.08872483935234,1.3583710349892,-1.53766885891302,0.124129601553698,NA
"ENSG00000273274",0.258319913964574,1.57247270937855,4.99684407102532,0.314693171735473,0.752994629214085,NA
"ENSG00000116251",141.31162029263,-0.0329480295012241,0.194713534200255,-0.169212836881377,0.865629233019819,0.962388573660117
"ENSG00000272510",0,NA,NA,NA,NA,NA
"ENSG00000158286",81.5147515820722,0.571678426750032,0.253655632711016,2.25375806024908,0.0242113925677447,0.15044156732982
"ENSG00000236648",0,NA,NA,NA,NA,NA
"ENSG00000232273",0,NA,NA,NA,NA,NA
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000287396",0,NA,NA,NA,NA,NA
"ENSG00000179002",0,NA,NA,NA,NA,NA
"ENSG00000223589",0,NA,NA,NA,NA,NA
"ENSG00000188984",0,NA,NA,NA,NA,NA
"ENSG00000229259",0,NA,NA,NA,NA,NA
"ENSG00000270171",0,NA,NA,NA,NA,NA
"ENSG00000158008",0.779526154488702,3.15735719566361,4.01530289457561,0.78633101376461,0.431673587537249,NA
"ENSG00000269732",0,NA,NA,NA,NA,NA
"ENSG00000130940",49.3372370154015,0.191092970701765,0.327086440852923,0.58422773565136,0.559067103548767,0.832966809016904
"ENSG00000116771",4.14214886761408,-1.13189934453729,1.27594824433175,-0.887104433558037,0.375022677316521,NA
"ENSG00000237301",0.235164756026282,-1.30485652557544,4.99674474782338,-0.261141321285992,0.793983527119958,NA
"ENSG00000162585",48.3203895310659,0.541247995025515,0.342516653068853,1.58020928377083,0.114058946406367,0.38938552700663
"ENSG00000163879",11.5777762565903,0.641983491501478,0.707209361516211,0.907770069849058,0.363999714649114,NA
"ENSG00000227527",0.23996591860245,-1.31955854101569,4.99569434177903,-0.264139166798139,0.7916726845247,NA
"ENSG00000169991",187.192786804316,-0.111482721333376,0.174217424230273,-0.639905691557141,0.522233913467909,0.808948864924445
"ENSG00000116954",15.9694933679592,0.133318143668327,0.587035701688712,0.227103978999598,0.820342890089843,NA
"ENSG00000228589",10.4206153307576,-0.145349957333226,0.729596437755674,-0.199219664202774,0.842090917910086,NA
"ENSG00000163873",0.262886326559554,1.58520202967493,4.99593334402823,0.317298474682367,0.751017134642685,NA
"ENSG00000117215",0,NA,NA,NA,NA,NA
"ENSG00000196449",39.1462810281505,0.263860411750843,0.373358319327726,0.70672166144832,0.479739465524641,NA
"ENSG00000250575",0,NA,NA,NA,NA,NA
"ENSG00000237700",0,NA,NA,NA,NA,NA
"ENSG00000116661",211.410475445753,0.352452113263298,0.156941559242074,2.24575386510376,0.0247197778651949,0.151811679280816
"ENSG00000230163",0,NA,NA,NA,NA,NA
